content,name,article
十七
地方税法（昭和二十五年法律第二百二十六号）第二十一条第二項に規定する罪
十八
商品先物取引法（昭和二十五年法律第二百三十九号）第三百五十六条第一号に規定する罪
十九
投資信託及び投資法人に関する法律（昭和二十六年法律第百九十八号）第二百三十六条第四項に規定する罪
二十
モーターボート競走法（昭和二十六年法律第二百四十二号）第七十六条に規定する罪
二十一
売春防止法（昭和三十一年法律第百十八号）第七条第二項又は第三項（同条第二項に係る部分に限る。）に規定する罪
二十二
国税通則法（昭和三十七年法律第六十六号）第百二十六条第二項に規定する罪
二十三
航空機の強取等の処罰に関する法律第一条又は第四条に規定する罪
二十四
火炎びんの使用等の処罰に関する法律第二条に規定する罪（人の生命又は身体に危険を生じさせる行為に係るものを除く。）
二十五
特定商取引に関する法律（昭和五十一年法律第五十七号）第七十条第一号（同法第六条第三項、第二十一条第三項、第三十四条第三項、第四十四条第三項、第五十二条第二項又は第五十八条の十第三項若しくは第五項に係る部分に限る。）に規定する罪
二十六
人質による強要行為等の処罰に関する法律第一条から第三条までに規定する罪
二十七
細菌兵器（生物兵器）及び毒素兵器の開発、生産及び貯蔵の禁止並びに廃棄に関する条約等の実施に関する法律第九条第二項に規定する罪（人の生命又は身体に危険を生じさせる行為に係るものを除く。）又は当該罪に係る同条第三項に規定する罪
二十八
暴力団員による不当な行為の防止等に関する法律（平成三年法律第七十七号）第四十六条第二号（同法第十五条の三第一項第三号に係る部分に限る。）又は第三号に規定する罪
二十九
化学兵器の禁止及び特定物質の規制等に関する法律第三十八条第二項に規定する罪（人の生命又は身体に危険を生じさせる行為に係るものを除く。）又は当該罪に係る同条第三項に規定する罪
三十
保険業法（平成七年法律第百五号）第三百三十一条第四項に規定する罪
三十一
金融機関等の更生手続の特例等に関する法律（平成八年法律第九十五号）第五百五十五条に規定する罪
三十二
スポーツ振興投票の実施等に関する法律（平成十年法律第六十三号）第四十一条に規定する罪
三十三
資産の流動化に関する法律（平成十年法律第百五号）第三百十一条第六項に規定する罪
三十四
児童買春、児童ポルノに係る行為等の規制及び処罰並びに児童の保護等に関する法律（平成十一年法律第五十二号）第八条に規定する罪
三十五
組織的な犯罪の処罰及び犯罪収益の規制等に関する法律第三条（同条第一項第三号、第四号、第八号から第十号まで、第十二号又は第十四号に係る部分に限る。）、第四条（同項第七号及び第十三号に係る部分を除く。）又は第七条（同条第一項第三号から第五号までに係る部分に限る。）に規定する罪
三十六
民事再生法（平成十一年法律第二百二十五号）第二百六十条又は第二百六十三条に規定する罪
三十七
外国倒産処理手続の承認援助に関する法律（平成十二年法律第百二十九号）第六十六条に規定する罪
三十八
会社更生法（平成十四年法律第百五十四号）第二百七十一条に規定する罪
三十九
市町村の合併の特例に関する法律（平成十六年法律第五十九号）第六十条第一項又は第二項に規定する罪
四十
破産法（平成十六年法律第七十五号）第二百七十二条又は第二百七十五条に規定する罪
四十一
会社法（平成十七年法律第八十六号）第九百七十条第四項に規定する罪
四十二
国際刑事裁判所に対する協力等に関する法律（平成十九年法律第三十七号）第六十四条に規定する罪
四十三
放射線を発散させて人の生命等に危険を生じさせる行為等の処罰に関する法律第三条第一項又は第二項に規定する罪（人の生命又は身体に危険を生じさせる行為に係るものを除く。）
四十四
日本国憲法の改正手続に関する法律（平成十九年法律第五十一号）第百十四条又は第百十五条第一項（同項第三号を除く。）に規定する罪
四十五
海賊行為の処罰及び海賊行為への対処に関する法律第三条第一項又は第二項に規定する罪
四十六
外国人の技能実習の適正な実施及び技能実習生の保護に関する法律（平成二十八年法律第八十九号）第百八条に規定する罪
",銃砲刀剣類所持等取締法施行令,第十二条２
"
法第百二十四条の二第一項に規定する特定公庫等（以下「特定公庫等」という。）に係る同項に規定する政令で定める法人は、沖縄振興開発金融公庫のほか、次に掲げる法人とする。
一
削除
二
地方競馬全国協会
三
自転車競技法及び小型自動車競走法の一部を改正する法律（平成十九年法律第八十二号）附則第三条第一項の規定により解散した旧日本自転車振興会
四
自転車競技法及び小型自動車競走法の一部を改正する法律附則第十条第一項の規定により解散した旧日本小型自動車振興会
五
日本道路公団等民営化関係法施行法第十五条第一項の規定により解散した旧日本道路公団
六
国立研究開発法人日本原子力研究開発機構（平成二十六年独法整備法第九十七条の規定による改正前の独立行政法人日本原子力研究開発機構法附則第二条第一項の規定により解散した旧日本原子力研究所及び同法第三条の独立行政法人日本原子力研究開発機構を含む。）
七
日本道路公団等民営化関係法施行法第十五条第一項の規定により解散した旧首都高速道路公団
八
日本道路公団等民営化関係法施行法第十五条第一項の規定により解散した旧阪神高速道路公団
九
独立行政法人中小企業基盤整備機構（中小企業金融公庫法及び独立行政法人中小企業基盤整備機構法の一部を改正する法律附則第三条第一項の規定により解散した旧地域振興整備公団を含む。）
十
地方公務員災害補償基金
十一
日本道路公団等民営化関係法施行法第十五条第一項の規定により解散した旧本州四国連絡橋公団
十二
預金保険機構
十三
日本下水道事業団
十四
総合研究開発機構法を廃止する法律（以下この号において「廃止法」という。）による廃止前の総合研究開発機構法により設立された総合研究開発機構（廃止法附則第二条に規定する旧法適用期間が経過する時までの間におけるものに限る。）
十五
農水産業協同組合貯金保険機構
十六
独立行政法人通信総合研究所法の一部を改正する法律附則第三条第一項の規定により解散した旧通信・放送機構
十七
独立行政法人医薬品医療機器総合機構（独立行政法人医薬品医療機器総合機構法附則第十三条第一項の規定により解散した旧医薬品副作用被害救済・研究振興調査機構を含む。）
十八
国立研究開発法人新エネルギー・産業技術総合開発機構（平成二十六年独法整備法第百七十三条の規定による改正前の独立行政法人新エネルギー・産業技術総合開発機構法附則第二条第一項の規定により解散した旧新エネルギー・産業技術総合開発機構及び同法第三条の独立行政法人新エネルギー・産業技術総合開発機構を含む。）
十九
日本私立学校振興・共済事業団
二十
株式会社日本政策金融公庫法附則第十五条第一項の規定により解散した旧国民生活金融公庫、同法附則第十六条第一項の規定により解散した旧農林漁業金融公庫、同法附則第十七条第一項の規定により解散した旧中小企業金融公庫及び同法附則第十八条第一項の規定により解散した旧国際協力銀行
二十一
株式会社日本政策投資銀行法附則第十五条第一項の規定により解散した旧日本政策投資銀行
二十二
年金積立金管理運用独立行政法人（年金積立金管理運用独立行政法人法附則第三条第一項の規定により解散した旧年金資金運用基金を含む。）
二十三
銀行等保有株式取得機構
二十四
独立行政法人日本万国博覧会記念機構法を廃止する法律附則第二条第一項の規定により解散した旧独立行政法人日本万国博覧会記念機構
二十五
独立行政法人水資源機構
二十六
独立行政法人農畜産業振興機構
二十七
独立行政法人農業者年金基金
二十八
独立行政法人農林漁業信用基金
二十九
独立行政法人北方領土問題対策協会
三十
独立行政法人日本学術振興会
三十一
国立研究開発法人宇宙航空研究開発機構（平成二十六年独法整備法第八十八条の規定による改正前の独立行政法人宇宙航空研究開発機構法第三条の独立行政法人宇宙航空研究開発機構を含む。）
三十二
独立行政法人日本スポーツ振興センター
三十三
独立行政法人日本芸術文化振興会
三十四
独立行政法人福祉医療機構
三十五
独立行政法人国立重度知的障害者総合施設のぞみの園
三十六
独立行政法人日本貿易振興機構
三十七
独立行政法人国際交流基金
三十八
独立行政法人労働政策研究・研修機構
三十九
独立行政法人緑資源機構法を廃止する法律附則第二条第一項の規定により解散した旧独立行政法人緑資源機構
四十
国立研究開発法人科学技術振興機構（平成二十六年独法整備法第八十五条の規定による改正前の独立行政法人科学技術振興機構法第三条の独立行政法人科学技術振興機構を含む。）
四十一
国立研究開発法人理化学研究所（平成二十六年独法整備法第八十七条の規定による改正前の独立行政法人理化学研究所法第二条の独立行政法人理化学研究所を含む。）
四十二
独立行政法人自動車事故対策機構
四十三
独立行政法人勤労者退職金共済機構
四十四
独立行政法人空港周辺整備機構
四十五
海洋汚染等及び海上災害の防止に関する法律等の一部を改正する法律附則第十条第一項の規定により解散した旧独立行政法人海上災害防止センター
四十六
電子情報処理組織による税関手続の特例等に関する法律の一部を改正する法律（平成二十年法律第四十六号）附則第十二条第一項の規定により解散した旧独立行政法人通関情報処理センター
四十七
独立行政法人平和祈念事業特別基金等に関する法律の廃止等に関する法律附則第二条第一項の規定により解散した旧独立行政法人平和祈念事業特別基金
四十八
独立行政法人国際協力機構
四十九
放送大学学園法第三条に規定する放送大学学園
五十
独立行政法人高齢・障害・求職者雇用支援機構（独立行政法人雇用・能力開発機構法を廃止する法律附則第十三条の規定による改正前の独立行政法人高齢・障害者雇用支援機構法第二条の独立行政法人高齢・障害者雇用支援機構を含む。）
五十一
独立行政法人原子力安全基盤機構の解散に関する法律第一条の規定により解散した旧独立行政法人原子力安全基盤機構
五十二
独立行政法人鉄道建設・運輸施設整備支援機構
五十三
独立行政法人国際観光振興機構
五十四
独立行政法人環境再生保全機構
五十五
独立行政法人雇用・能力開発機構法を廃止する法律附則第二条第一項の規定により解散した旧独立行政法人雇用・能力開発機構
五十六
独立行政法人労働者健康安全機構（平成二十七年独法改革厚生労働省関係法整備法第四条の規定による改正前の独立行政法人労働者健康福祉機構法第二条の独立行政法人労働者健康福祉機構を含む。）
五十七
独立行政法人情報処理推進機構
五十八
独立行政法人日本学生支援機構
五十九
独立行政法人石油天然ガス・金属鉱物資源機構
六十
国立研究開発法人海洋研究開発機構（平成二十六年独法整備法第九十二条の規定による改正前の独立行政法人海洋研究開発機構法第三条の独立行政法人海洋研究開発機構を含む。）
六十一
独立行政法人都市再生機構
六十二
独立行政法人奄美群島振興開発基金
六十三
国立研究開発法人医薬基盤・健康・栄養研究所（独立行政法人医薬基盤研究所法の一部を改正する法律による改正前の独立行政法人医薬基盤研究所法第二条の独立行政法人医薬基盤研究所を含む。）
六十四
沖縄科学技術大学院大学学園法附則第三条第一項の規定により解散した旧独立行政法人沖縄科学技術研究基盤整備機構
六十五
独立行政法人日本高速道路保有・債務返済機構
六十六
独立行政法人住宅金融支援機構（独立行政法人住宅金融支援機構法附則第三条第一項の規定により解散した旧住宅金融公庫を含む。）
六十七
地方公共団体金融機構（旧地方公営企業等金融機構法附則第九条第一項の規定により解散した旧公営企業金融公庫及び旧地方公営企業等金融機構法第一条の地方公営企業等金融機構を含む。）
六十八
全国健康保険協会
六十九
日本年金機構
七十
漁業経営に関する補償制度の改善のための漁船損害等補償法及び漁業災害補償法の一部を改正する等の法律附則第四条第一項の規定により解散した旧漁船保険中央会
七十一
日本商工会議所
七十二
全国土地改良事業団体連合会
七十三
全国中小企業団体中央会
七十四
全国商工会連合会
七十五
高圧ガス保安協会
七十六
消防団員等公務災害補償等共済基金
七十七
漁業共済組合連合会
七十八
軽自動車検査協会
七十九
小型船舶検査機構
八十
自動車安全運転センター
八十一
危険物保安技術協会
八十二
関西国際空港及び大阪国際空港の一体的かつ効率的な設置及び管理に関する法律（以下この号において「設置管理法」という。）附則第十九条の規定による廃止前の関西国際空港株式会社法により設立された関西国際空港株式会社（設置管理法の施行の日の前日までの間におけるものに限る。）
八十三
日本電信電話株式会社
八十四
北海道旅客鉄道株式会社
八十五
四国旅客鉄道株式会社
八十六
平成二十七年旅客会社法改正法による改正前の旅客鉄道株式会社及び日本貨物鉄道株式会社に関する法律により設立された九州旅客鉄道株式会社（平成二十七年旅客会社法改正法の施行の日の前日までの間におけるものに限る。）
八十七
日本貨物鉄道株式会社
八十八
東日本電信電話株式会社
八十九
西日本電信電話株式会社
九十
原子力発電環境整備機構
九十一
東京地下鉄株式会社
九十二
中間貯蔵・環境安全事業株式会社（日本環境安全事業株式会社法の一部を改正する法律による改正前の日本環境安全事業株式会社法第一条第一項の日本環境安全事業株式会社を含む。）
九十三
成田国際空港株式会社
九十四
東日本高速道路株式会社
九十五
首都高速道路株式会社
九十六
中日本高速道路株式会社
九十七
西日本高速道路株式会社
九十八
阪神高速道路株式会社
九十九
本州四国連絡高速道路株式会社
百
日本アルコール産業株式会社
百一
株式会社日本政策金融公庫
百二
株式会社商工組合中央金庫
百三
株式会社日本政策投資銀行
百四
輸出入・港湾関連情報処理センター株式会社
百五
原子力損害賠償・廃炉等支援機構（原子力損害賠償支援機構法の一部を改正する法律による改正前の原子力損害賠償支援機構法第一条の原子力損害賠償支援機構を含む。）
百六
株式会社国際協力銀行
百七
新関西国際空港株式会社
百八
株式会社産業革新機構
百九
株式会社農林漁業成長産業化支援機構
百十
株式会社地域経済活性化支援機構
百十一
株式会社民間資金等活用事業推進機構
百十二
株式会社海外需要開拓支援機構
百十三
地方公共団体情報システム機構
百十四
独立行政法人地域医療機能推進機構
百十五
株式会社海外交通・都市開発事業支援機構
百十六
広域的運営推進機関
百十七
国立研究開発法人日本医療研究開発機構
百十八
株式会社海外通信・放送・郵便事業支援機構
百十九
国立研究開発法人量子科学技術研究開発機構
百二十
使用済燃料再処理機構
百二十一
外国人技能実習機構
百二十二
株式会社日本貿易保険
",国家公務員共済組合法施行令,第四十三条２
"
給与法第十二条第一項第二号に規定する交通の用具は、自動車その他の原動機付の交通用具及び自転車とする。
ただし、国又は地方公共団体の所有に属するものを除く。
",人事院規則九―二四（通勤手当）,第九条
"
法第六十九条の四第三項第一号及び第四号に規定する政令で定める事業は、駐車場業、自転車駐車場業及び準事業とする。
",租税特別措置法施行令,第四十条の二６
"
法第十三条第三項に規定する消防団員等の所有する自動車又は原動機付自転車に準ずるものとして総務省令で定めるものは、次に掲げるものとする。
一
非常勤消防団員並びに非常勤の水防団長及び水防団員（以下この条において「消防団員等」という。）と生計を一にするこれらの者の親族（消防団員等とまだ婚姻の届出をしないが事実上婚姻関係と同様の事情にある者を含む。）の所有する自動車又は原動機付自転車
二
消防団員等又は前号に規定する親族をその業務を執行する社員、取締役又はこれらに準ずる者とする法人の所有する自動車又は原動機付自転車
三
消防団員等、第一号に規定する親族又は前号に規定する法人を買主とする売買契約において、売主が所有権を留保している自動車又は原動機付自転車
四
消防団員等、第一号に規定する親族又は第二号に規定する法人の譲渡により担保の目的となっている自動車又は原動機付自転車
",消防団員等公務災害補償等責任共済等に関する法律施行規則,第三条の二
"
液化ガス物質及び液体化学薬品をばら積みして運送する場合並びに危険物をコンテナ（船舶安全法施行規則第十九条の三に規定するコンテナであつて底面積七平方メートル（上部にすみ金具を有しないもの又は国際航海（船舶安全法施行規則第一条第一項の国際航海をいう。以下同じ。）に従事しない船舶による運送に使用されるものにあつては十四平方メートル）以上のものに限る。以下同じ。）に収納し、又は自動車等（道路交通法（昭和三十五年法律第百五号）第二条第一項第九号から第十一号までに規定する自動車、原動機付自転車又は軽車両をいう。以下同じ。）に積載して運送する場合であつて、当該貨物の安全な運送に必要な情報が得られないときは、船長は、当該貨物の積載を拒否しなければならない。
",危険物船舶運送及び貯蔵規則,第五条の五
"
前項の規定による運送の許可を受けて、前項のタンク自動車又はタンク車を、第七条第三項の告示で定める数を超える数の旅客を搭載している自動車渡船により運送する場合は、当該自動車渡船の船長は、自動車等の積載方法、消火装置及び安全の確認について、次の各号によらなければならない。
一
当該タンク自動車又はタンク車を積載する甲板上に積載される自動車等（自転車を除く。）を、告示で定める基準に適合する装置を用いて告示で定める方法により固定すること。
二
告示で定める危険物を積載しているタンク自動車又はタンク車を告示で定める場所に積載しないこと。
三
船舶消防設備規則（昭和四十年運輸省令第三十七号）に規定する消防設備に加え、告示で定める消火装置を備えること。
四
告示で定める事項を記載した危険防止措置手引書を備え置き、これに従つて安全の確認を行うこと。
",危険物船舶運送及び貯蔵規則,第三十六条３
"
自転車競技法（昭和二十三年法律第二百九号。以下「法」という。）第六条の規定による競輪の審判員（以下「審判員」という。）、競輪に出場する選手（以下「選手」という。）並びに競輪に使用する自転車（以下「自転車」という。）の種類及び規格の登録及びその消除については、この規則の定めるところによる。
",競輪審判員、選手および自転車登録規則,第一条
"
法第二十三条第一項の指定を受けた法人（以下「競輪振興法人」という。）は、審判員、選手及び自転車についてそれぞれ審判員登録簿、選手登録簿及び自転車登録簿を作成し、登録及びその消除並びに記載事項の変更について所要の事項を記載しなければならない。
",競輪審判員、選手および自転車登録規則,第二条
"
競輪振興法人は、審判員、選手並びに自転車の種類及び規格を登録し、若しくは消除し、又は記載事項を変更したときは、競輪施行者及び法第三十八条第一項の指定を受けた法人（以下「競技実施法人」という。）にその旨を通知するとともに、公示しなければならない。
",競輪審判員、選手および自転車登録規則,第三条
"
競輪振興法人は、審判員、選手並びに自転車の種類及び規格の登録を消除したときは、その消除に係る審判員、選手又は自転車の製造業者若しくは自転車を所有する選手にその旨を通知しなければならない。
",競輪審判員、選手および自転車登録規則,第三条２
"
登録を受けた審判員、選手並びに自転車の製造業者及び自転車を所有する選手（以下本章中「登録者」という。）は、次の表の上欄に掲げる場合には、同表の中欄に掲げる書類に審判員登録証、選手登録証又は自転車登録証（以下本章中「登録証」という。）を添えて、同表の下欄に掲げる時期に、競輪振興法人に提出しなければならない。
ただし、登録を受けた自転車を所有する選手にあつては、登録証の記載事項に変更があつたときに限る。
登録を更新しようとするとき。
登録更新申請書
登録の有効期間満了の二月前まで
登録証の記載事項に変更があつたとき。
登録証記載事項変更届出書
変更があつた日から一月以内
",競輪審判員、選手および自転車登録規則,第四条
"
競輪振興法人は、自転車の種類及び規格の登録（以下「自転車の登録」という。）の申請に係る自転車が次の各号の一に該当するときに限り、その自転車を自転車登録簿に登録する。
一
自転車の製造業者がする自転車の登録の申請に係る自転車であつて競走車安全基準に適合する自転車
二
自転車を所有する選手がする自転車の登録の申請に係る自転車であつてその自転車の製造業者が第二十六条第三号から第五号までのいずれかに該当したことにより自転車の登録が消除された自転車
",競輪審判員、選手および自転車登録規則,第二十二条
"
前項第一号の自転車の登録にあつては、自転車登録簿には、次の各号に掲げる事項を登録する。
一
製造業者の氏名（法人にあつては、その名称及び代表者の氏名）
二
製造業者の住所
三
自転車の商標
四
自転車の種類及び規格並びにその特徴
五
登録番号
六
登録年月日
",競輪審判員、選手および自転車登録規則,第二十二条２
"
第一項第二号の自転車の登録にあつては、自転車登録簿には、次の各号に掲げる事項を登録する。
一
自転車を所有する選手の氏名
二
自転車を所有する選手の住所
三
自転車の種類及び規格並びにその特徴
四
製造番号
五
製造年月
六
登録番号
七
登録年月日及び登録の有効期間が満了する年月日
八
第二十六条第三号から第五号までのいずれかに該当したことにより自転車の登録を消除された自転車の製造業者に係る前項第一号から第三号までに掲げる事項
",競輪審判員、選手および自転車登録規則,第二十二条３
"
自転車の登録を申請しようとする者は、自転車登録申請書を競輪振興法人に提出しなければならない。
",競輪審判員、選手および自転車登録規則,第二十三条
"
前項の規定による申請は、その自転車の製造業者又は自転車を所有する選手でなければ、することができない。
この場合において、自転車を所有する選手がする自転車の登録の申請は、前条第一項第一号の自転車の登録が消除された日の翌日から起算して三月以内にしなければならない。
",競輪審判員、選手および自転車登録規則,第二十三条２
"
競輪振興法人は、自転車の登録をしたときは、その自転車の登録を受けた者に対して自転車登録証を交付する。
",競輪審判員、選手および自転車登録規則,第二十四条
"
第二十二条第一項第一号の自転車の登録の有効期間は、登録の日から三年間とする。
",競輪審判員、選手および自転車登録規則,第二十五条
"
第二十二条第一項第二号の自転車の登録の有効期間は、次の各号に掲げる期間のいずれか短い期間とする。
一
登録の日から第二十二条第一項第一号の自転車の登録の有効期間満了の日の翌日から起算して一年を経過する日までの期間
二
登録の日から第二十二条第一項第一号の自転車の登録が消除された日の翌日から起算して三年を経過する日までの期間
",競輪審判員、選手および自転車登録規則,第二十五条２
"
登録を受けた自転車の製造業者が次の各号の一に該当するに至つたときは、当該各号に掲げる者は、その日（第一号の場合にあつては、その事実を知つた日）から三十日以内に、その旨を競輪振興法人に届け出なければならない。
一
製造業者が死亡したときは、その相続人
二
製造業者である法人が解散したときは、その法人を代表する役員であつた者
三
自転車を製造する事業を廃止したときは、製造業者であつた個人又は製造業者であつた法人を代表する役員
",競輪審判員、選手および自転車登録規則,第二十五条の二
"
競輪振興法人は、登録された自転車又は登録を受けた自転車の製造業者若しくは自転車を所有する選手が次の各号の一に該当するに至つたときは、その自転車の登録を消除しなければならない。
一
登録された自転車が競走車安全基準に適合しなくなつたとき。
二
第二十二条第一項第二号の自転車として登録された自転車が競走前の検査において競輪に使用することを認められないとき。
三
自転車の製造業者が自転車の登録の消除を申請したとき。
四
自転車の製造業者が第四条の規定による手続をしないで自転車の登録の有効期間が満了したとき。
五
前条の規定による届出があつたとき。
六
自転車を所有する選手が自転車の登録の消除を申請したとき。
七
自転車を所有する選手の自転車の登録の有効期間が満了したとき。
八
自転車を所有する選手が選手の登録を消除されたとき。
",競輪審判員、選手および自転車登録規則,第二十六条
"
競輪振興法人は、自転車の登録を受けた自転車の製造業者又は自転車を所有する選手が次の各号の一に該当するに至つたときは、その自転車の登録を消除することができる。
一
自転車登録証の記載事項に変更があつたときにおける第四条に規定する届出を怠り、又は虚偽の届出をしたとき。
二
第二十三条の自転車登録申請書に虚偽の事項を記載したとき。
",競輪審判員、選手および自転車登録規則,第二十七条
"
競走車安全基準並びに自転車の登録の消除の方法及び基準については、法第二十六条第一項の規定により競輪振興法人が経済産業大臣の認可を受けて定める業務の方法による。
",競輪審判員、選手および自転車登録規則,第二十八条
"
法第二十条第三項第一号、第二十一条第三項第一号及び第二十二条第三項第一号に掲げる行為（車道（分譲地等の造成を目的としたものを除く。）の新築に限る。）に係る許可基準は、次のとおりとする。
一
特別保護地区又は第一項第二号ロ（１）から（４）までに掲げる地域であつて、その全部若しくは一部について史跡名勝天然記念物の指定等がされていること若しくは学術調査の結果等により、特別保護地区に準ずる取扱いが現に行われ、若しくは行われることが必要であると認められるもの内において行われるものでないこと。
ただし、次に掲げる基準に適合するもの又は砂防工事等地形若しくは植生の保全に資すると認められる事業を行うために行われるものであつてロ及びハ並びに次号ロからホまでに掲げる基準に適合するものについては、この限りでない。
イ
地表に影響を及ぼさない方法で行われるものであること。
ロ
当該車道が次のいずれかに該当すること。
（１）
農林漁業、鉱業又は採石業の用に供される車道であつて、当該車道を設けること以外にその目的を達成することが困難であると認められるもの
（２）
地域住民の日常生活の用に供される車道
（３）
公益上必要であり、かつ、当該車道を設けること以外にその目的を達成することが困難であると認められる車道
（４）
法の規定に適合する行為の行われる場所に到達するために設けられる車道であつて、当該車道を設けること以外にその目的を達成することが困難であると認められるもの
（５）
法の規定に適合する行為により設けられた工作物又は造成された土地を利用するために必要と認められる車道
ハ
当該行為により生じた残土を特別地域、特別保護地区又は海域公園地区内において処理するものでないこと。
ただし、特別地域以外の地域に搬出することが著しく困難であると認められ、かつ、第二種特別地域又は第三種特別地域内においてその風致の維持に支障を及ぼさない方法で処理することとされている場合にあつては、この限りでない。
二
前号本文に規定する地域以外の地域内において行われるものにあつては、前号ハの規定の例によるほか、次に掲げる基準に適合するものであること。
イ
前号ロの規定の例によること。
ただし、専ら自転車の通行の用に供される道路の新築にあつては、この限りでない。
ロ
盛土部分の土砂の流出又は崩壊を防止する措置が十分に講じられるものであること。
ハ
法面が、交通安全上又は防災上必要やむを得ない場合を除き、緑化されることになつているものであつて、その緑化の方法が郷土種を用いる等行為の場所及びその周辺の状況に照らして妥当であると認められるものであること。
ただし、法面が硬岩である場合その他の緑化が困難であると認められる場合は、この限りでない。
ニ
線形を地形に順応させること又は橋りよう、桟道、ずい道等を使用することにより、大規模な切土又は盛土を伴わないよう配慮されたものであること。
ホ
擁壁その他付帯工作物の色彩及び形態がその周辺の風致又は景観と著しく不調和でないこと。
",自然公園法施行規則,第十一条７
"
公募設置等指針には、次に掲げる事項を定めなければならない。
一
公募対象公園施設の種類
二
公募対象公園施設の場所
三
公募対象公園施設の設置又は管理の開始の時期
四
公募対象公園施設の使用料（公募対象公園施設の設置又は管理に係る使用料をいう。以下同じ。）の額の最低額
五
特定公園施設（公募対象公園施設の設置又は管理を行うこととなる者との契約に基づき、公園管理者がその者に建設を行わせる園路、広場その他の国土交通省令で定める公園施設であつて、当該公募対象公園施設の周辺に設置することが都市公園の利用者の利便の一層の向上に寄与すると認められるものをいう。以下同じ。）の建設に関する事項（当該特定公園施設の建設に要する費用の負担の方法を含む。）
六
利便増進施設（自転車駐車場、地域における催しに関する情報を提供するための看板その他の政令で定める物件又は施設であつて、公募対象公園施設の周辺に設置することが地域住民の利便の増進に寄与すると認められるものをいう。以下同じ。）の設置に関する事項
七
都市公園の環境の維持及び向上を図るための清掃その他の措置であつて公募対象公園施設の設置又は管理及び利便増進施設の設置に伴い必要となるものに関する事項
八
第五条の五第一項の認定の有効期間
九
設置等予定者（公募対象公園施設に係る前条第一項の許可の申請を行うことができる者をいう。以下同じ。）を選定するための評価の基準
十
前各号に掲げるもののほか、公募の実施に関する事項その他必要な事項
",都市公園法,第五条の二２
"
基金又は指定法人は、消防団員等の福祉の増進を図るため、政令で定めるところにより、消防団員等の公務上の災害の防止に関する活動に対する援助その他の消防団員等の公務上の災害を防止するために必要な事業及び消防団員等がその所有する自動車又は原動機付自転車（消防団員等の所有する自動車又は原動機付自転車に準ずるものとして総務省令で定めるものを含む。以下この項において「自動車等」という。）を消防団又は水防団の活動の円滑な遂行のために使用し、又は使用させたことにより当該自動車等に損害を受けた場合の見舞金の支給を行うように努めなければならない。
",消防団員等公務災害補償等責任共済等に関する法律,第十三条３
"
倉庫業法（以下「法」という。）第二条第二項の政令で定める保管は、次に掲げるものとする。
一
銀行法（昭和五十六年法律第五十九号）第十条第二項第十号その他の法令の規定による保護預り
二
特定の物品を製造若しくは加工した後に他人に譲渡する営業又は特定の物品を他人から預かり、当該特定の物品について洗濯、修理その他の役務（保管を除く。）を提供する営業を営む者が、当該営業の後に当該営業に付随して自ら行う当該特定の物品の保管
三
手荷物、衣類その他の人が通常外出時に携帯する範囲内の物品の保管であつて、当該人の外出中にその携帯を解いて寄託が行われるもの
四
他人の使用する自転車、自動車その他これらに準ずる物品の保管
",倉庫業法施行令,第一条
"
法第五条の二第二項第六号の政令で定める物件又は施設は、次に掲げるものとする。
一
自転車駐車場
二
地域における催しに関する情報を提供するための看板及び広告塔
",都市公園法施行令,第十二条
"
都市公園の占用については、次に掲げるところによらなければならない。
一
電線は、やむを得ない場合を除き、地下に設けること。
二
水道管、ガス管又は下水道管の本線を埋設する場合においては、その頂部と地面との距離は、原則として一・五メートル以下としないこと。
ただし、幅員五メートル以上の園路その他通常重量物の圧力を受けるおそれの多い場所の地下に下水道管の本線を埋設する場合においては、原則として三メートル以下としないこと。
三
法第七条第一項第三号に掲げるもの並びに第十二条第二項第二号の三に掲げる水道施設及び下水道施設については、その頂部と地面との距離は、原則として一・五メートル以下としないこと。
三の二
第十二条第一項第一号に掲げる自転車駐車場は、都市公園の外周に接する場所その他のできる限り公衆の都市公園の利用に支障を及ぼさない場所に設けること。
三の三
第十二条第一項第二号に掲げる看板及び広告塔は、都市公園の風致の維持又は美観の形成に寄与するものであること。
四
防火用貯水槽で地下に設けられるものについては、その頂部と地面との距離は、原則として一メートル以下としないこと。
四の二
蓄電池で地下に設けられるもの並びに第十二条第二項第二号の三に掲げる河川管理施設、変電所及び熱供給施設については、その頂部と地面との距離は、原則として三メートル以下としないこと。
五
第十二条第二項第三号に掲げるものを園路の上に設ける場合においては、その園路の上に設けられる部分の最下部と園路の路面との距離は、原則として四・五メートル以下としないこと。
六
警察署の派出所の建築面積は三十平方メートル以内、天体、気象又は土地観測施設の建築面積は十平方メートル以内であること。
六の二
第十二条第三項各号に掲げる社会福祉施設は、都市公園の広場又は公園施設である建築物内に設けること。
この場合において、当該社会福祉施設を都市公園の広場内に設ける場合にあつてはその敷地面積の合計は当該都市公園の広場の敷地面積の百分の三十を、当該社会福祉施設を公園施設である建築物内に設ける場合にあつてはその床面積の合計は当該建築物の延べ面積の百分の五十を、それぞれ超えないこと。
六の三
第十二条第二項第一号の二に掲げる災害応急対策に必要な施設及び同項第一号の三に掲げる発電施設は、国土交通省令で定める基準に適合すること。
七
変圧塔を設ける場合においては、当該都市公園は、五ヘクタール以上の敷地面積を有するものであること。
八
